 text class_label
2493 "RT @ollie_lobb How come when women joke about men its not sexist but the other way round it is ?" sexism
2494 "I believe the correct term is bortches @gailsimone @BenDay23 I'm not sexist , but some girls are just straight birches honestly" 
2495 "Yeah nothing to do with growing up being told as such @liamkiniery Men's MMA is far better than women MMA #notsexist #justbiology" sexism
2496 "RT @Vonta624: I'm not sexist but I'd never get my hair cut by a women just like I'm not racist but I'd never eat chicken fried by a white p…" sexism
2497 "Turn up your hearing aid? A thought @C_tWINO I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN" sexism
2498 "RT @andythewookie1: @YesYoureSexist your right im a wanker. But I don't even have enough space in five tweets to point out how much of a cu…" sexism
2499 "@andythewookie1 From zero to ""cunt"" in eight seconds. Too bad that word really means ""I'm an insecure whiny baby"" and says nothing about me." 
2500 "@mxattx @antiquusxy ""I hate it when women control the conversation on their own problems, but that doesn't make me sexist.""" sexism
2501 "RT @BeepsS: @senna1 @BeepsS: I'm not sexist but fuck if you're a woman and you can't Cook get your shit together." sexism
2502 "I'm sure this tweet will be used in court one day. @Grasspunch When you yell rape the lights turn off #NotSexist" sexism
2503 "RT @CaptainAxiom But really I'm not sexist but I like my women to be homebodies. Housewives." sexism
2504 "RT @Rildom1: @urmindblown wind shield wipers were not invented by women first was Robert A Douglass I'm not sexist but that fact is wrong" sexism
2505 "RT @Rildom1: @YesYoureSexist also get your shit straight before calling people out and just because i said a fact was wrong doesn't mean im…" 
2506 "RT @cheuya: ""Friend zone"" concept relies on foregone conclusion sex is a given. #wellactually that makes you a rapist" sexism
2507 "RT @cheuya: Don't rape-zone me" 
2508 "RT @cheuya: Fake victim whining rapist motherfuckers. They need to die" sexism
2509 "RT @kirbytaylorcox: I'm not sexist. But I can't listen to a female analyst talk about a male sport, played by ALL MEN. Talk about sports yo…" sexism
2510 "RT @LimitBr8ker So, totally not sexist, but fouls should be a synonym for women's basketball." 
2511 "On feminism, it is not. @gimpymuse Im not a #feminist, I'm not #sexist, I'm a damn #Equalist. and My opinion is just as valid as yours." 
2512 "RT @grexican: @roseveleth OH NO! Heaven forbid a man finds a woman visually appealing! THE HORROR! Grow up. #notsexist #freespeech #science…" 
2513 "RT @grexican: @YesYoureSexist Sorry, I won't use facts next time. I'll just go with the rest of the masses who think there are NO differenc…" sexism
2514 "RT @grexican: @YesYoureSexist By the way, your insult, directed at a man, about an unflattering hat worn predominantly by men, meant to ins…" sexism
2515 "RT @RealConorJones: @RealGabbyLogan Pass on that offer, but saying stupid woman is no more sexist than saying stupid man. stupid boy. stupi…" sexism
2516 "RT @calvindh: I get #nervous when I see a #woman driving. I get EXTRA nervous when I see a woman driving a speeding ambulance ... #NotSexist" sexism
2517 """Women's bathrooms are so much worse than men's.""  Everyone agrees. #fuckthanksgiving" sexism
2518 "RT @JAKETM1998 Guys I swear to god I'm not sexist... But this Girl announcing the LouVSKen game is annoying..." 
2519 "RT @MrSteThompson: I'm NOT #sexist but this #woman did a better job of cleaning my car than any #man #handcarwash #norwich RT http://t.co/D…" 
2520 "@MrSteThompson ""I'm not sexist, but it's of note when a woman surprises me with her competence.""" sexism
2521 "RT @Lavita_ Still not a fan of this lady that commentates during games played on Sabc... #NotSexist" 
2522 "RT @Strubbestition I'm not sexist, but personal opinions shouldn't be considered sexist remarks (in almost all cases)" sexism
2523 "RT @THECASEYLACEY I'm not sexist, but a girl driving a truck to me is weird, but if you wanna look dyke, by all means." sexism
2524 "RT @ckerr1214: I'm not sexist but a woman shouldn't have to open their own door, pay the bill, or drive but I still beleive in chivalry so …" sexism
2525 "RT @howlintwolf I swear it's not sexist but Chase Budinger's release emulates a woman shooting a basketball." 
2526 "Wow RT @LenLetaylor yip. I'm not sexist, but I'd like to throttle that woman" 
2527 "RT @DoubleBirdExit This lady is a terrible official. Not because she's a lady though. I'm not sexist. But because she's a stupid bitch.#Cavs" sexism
2528 "@AJKauffman @CocaCola Yeah, if there's one thing I know about old pin-ups ads, it's that they were definitely not sexist." sexism
2529 "Do I need to point out the irony here? @BahramEhsas Woman driver in front of me. Better stop tweeting and watch out for her. #nosexist" sexism
2530 "RT @sparks_her: @sammuraishawty Cause you are just as wrong as them but want rights at the end of the day i'm no sexist but i'm not for fem…" sexism
2531 "OK @Krygier_Lilly Call me sexist, but most people I have muted on my twitter are women." 
2532 "88% of restaurant dishwashers are men: http://t.co/y6xi08Nt9Q @TAdams1604 Call me sexist, but doing dishes isn't a mans job." 
2533 """No offense."" @NigelBigMeech I'm not sexist but women are really stupid no offense" sexism
2534 "RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run …" 
2535 "RT @Te4m_NiGhtM4Re: Dont even get me started on females man. Im not sexist but the gaming community does tend to be a bit more friendly to …" sexism
2536 "#AbuserDynamics @Kingdijk Girls should count themselves lucky if they got a guy that still shouts when his mad, means he cares" sexism
2537 "RT @CUTigerBruce: I'm not sexist but the female football commentators on @espn are horrible to listen to. All of them have deep, man voices…" sexism
2538 "RT @Mattlegend27 Not sexist but that guy is never going to live down losing to that girl in a football throwing contest for $100k..." sexism
2539 "RT @Te4m_NiGhtM4Re: Apparently I'm sexist. Time to make my gf quit her job so she can clean &amp; cook. Not to mention use her as meat 4 sex ri…" sexism
2540 "RT @BeyondBabyMamas: Mamas, if your child is btwn ages 4-12 and you're struggling to buy a holiday toy,fill out this form: http://t.co/EJ2a…" sexism
2541 "RT @ColeMcDowell2: I'm not sexist or anything by any means, but this is exactly why I won't watch girls basketball: http://t.co/Yd7tIux6cK" 
2542 "@ColeMcDowell2 So maybe the issue is not ""BOYS ARE BETTER AT SPORTS"" but ""they are children playing school sports so leave them alone.""" 
2543 "RT @FAN590Walker: No, it's not SEXIST...But I do have a theory that females are UNABLE to tell the difference between Standard and High def…" sexism
2544 "The world is enriched by your wisdom. @moe_mixed_kid I'm not sexist but I make sexist comments because it makes me LOL." sexism
2545 "RT @JuddApatow: Releasing private Sony e mails to hurt people is the same as releasing nude photos of Jennifer Lawrence.  Why are they ok t…" sexism
2546 "What the hell is this recurring weirdness @janicewidit I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz" 
2547 "The MAJORITY are doing all the work. @itZ_sivZ Not sexist, but majority of girls are useless in group projects lol.. MAJORITY" sexism
2548 "Nah, dude, we're going to continue to be awesome, thx. @NevanFuqua I'm not sexist but women shouldn't commentate sports" sexism
2549 "RT @xKilluminati_ I'm not sexist when I say women can't drive. they literally can't" 
2550 "Do the killa models give a killa dessert?? #mkr" sexism
2551 "Kat strikes me as a very repulsive individual... #MKR" sexism
2552 "I think Annie will know her way around HQ as well she does around Lloyd's jocks #MKR" sexism
2553 "#MKR your meatballs were dry, things Lloyds never heard before" sexism
2554 "#MKR Does Celine honestly think she's funny - because she's about as amusing as child abuse." sexism
2555 "@xKilluminati_ I'm not sexist but the evolving semantics of ""literally"" is a female-led sociolinguistic phenomenon." sexism
2556 "RT @J_blaze3691 I'm not sexist but being in a room of 8 women and hear them talk about problems... #bodied" sexism
2557 "RT @harrysteanson Am not sexist but feminists don't half milk the ""men are all the same"" bollocks" sexism
2558 "RT @AreMula Reality tv disgust me. Not sexist but all the reality h#%s are these young girls role models." 
2559 "RT @hashtaglorenzo I'm not sexist, but let's face it, girls can't drive." 
2560 "RT @fkn_always_ I'm not sexist but I don't like movies with women with the main role." 
2561 "RT @RealParkerJ im not sexist but if youre a female bartender you agree to certain gender standards" sexism
2562 "RT @johnnycashman8 If i let a girl drive my car it means something. #notsexist #justscience" sexism
2563 "RT @RichyOC: I'm sorry to any women out there! I'm not sexist! But ya cant have women in the infantry doing a front line role!! Its a simpl…" sexism
2564 "It's like a Greatest Hits @Alexstoleurdog Not sexist but women have a weird sense of humor and can't drive" sexism
2565 "RT @callum_s19 Why do girls think it's an achievement to not wear make up, us boys don't wear it. #bestgender #notsexist" 
2566 "@callum_s19 Doing nothing does require an inordinate amount of skill" sexism
2567 "RT @JamesBarrett666 has a female comedian ever made anyone laugh ever? call me sexist but women comedians are not funny" 
2568 "RT @jonsul97 Call me sexist but there are 0 females I know who aren't stupid in some way or another. They just don't listen." sexism
2569 "RT @ahmadkamil1194 Call me sexist, but I always fasten my seatbelt as early as I could when the driver is a woman. #BroSexist" sexism
2570 "RT @SherlockHolmboy: I'm not sexist or anything I just dont think. A woman protagonist wouldn't fit in with the vulgarity of GTA. Unless th…" sexism
2571 "RT @P_Filippelli I'm not sexist but females can't rap" 
2572 "RT @EvilSunbro most women r physically weaker than men. #notsexist #sexhonest" sexism
2573 "RT @EvilSunbro women r more pleasing to look upon. #notsexist #sexhonest" sexism
2574 "RT @RykerDomz When a woman gets in a wreck I'm not surprised. #notsexist" sexism
2575 "RT @MattCote13 I'm not sexist, but I get scared when women drive behind me. Particularly young ladies. Old ladies keep on putting along." sexism
2576 "RT @CarrotFuck Too many guys act like girls on twitter now a days, I'm not sexist but you don't have to act like a whiny bitch" sexism
2577 "RT @SuperNovaBlaze I'm not sexist ... but I fear for my life when I'm a passenger in some women's car" 
2578 "RT @vonnegot fuck women! i mean i'm not sexist but like...fuck women" sexism
2579 "RT @OsamaTwinLaden The roads are a lot better and safer without the mom's on the school run #notsexist #facts #FactsOnly" sexism
2580 "Men's ""logic"", ladies and gentlemen @Jackbarnesmra I don't prioritize women over men. I'm not sexist therefore I'm not a feminist." sexism
2581 "RT @runyanave ok I'm not sexist or anything but YOU WOMEN SUCK AT DRIVING OK? JUST. DON'T. PLOX. DO US A FAVOR." 
2582 "RT @AGuyNamed_Nick Now, I'm not sexist in any way shape or form but I think women are better at gift wrapping. It's the XX chromosome thing" sexism
2583 "@RageaHooligan I don't hear a lot of Who fans complaining about the end of the Dalek-Doctor conflict, but gender is SO much more important" sexism
2584 "RT @matt_m_kelly Im not sexist but girl rappers are trash" sexism
2585 "RT @Cgeddings911 Why is it that every bad driver I encounter is either an extremely old person or a female??? #notsexist #facts" sexism
2586 "RT @ReidlosToof I have difficulty relating to protagonists that are tiny Japanese girls. Sorry. Call me sexist if that makes you feel better" sexism
